"year","site","state","sex","race","mortality","incidence","population"
2000,"Leukemias","idaho","Male","Black",0,0,4539
2000,"Leukemias","idaho","Male","Hispanic",0,0,55263
2000,"Leukemias","idaho","Male","White",54.19,88,630060
2000,"Leukemias","illinois","Female","Black",45.25,76,1028322
2000,"Leukemias","illinois","Female","Hispanic",20.36,48,726966
2000,"Leukemias","illinois","Female","White",420.1,648,5061425
2000,"Leukemias","illinois","Male","Black",43.66,91,909536
2000,"Leukemias","illinois","Male","Hispanic",26.97,54,817198
2000,"Leukemias","illinois","Male","White",468.56,765,4932190
2000,"Leukemias","indiana","Female","Black",0,19,278753
2000,"Leukemias","indiana","Female","Hispanic",0,0,98239
2000,"Leukemias","indiana","Female","White",214.15,311,2781183
2000,"Leukemias","indiana","Male","Black",22.87,23,257002
2000,"Leukemias","indiana","Male","Hispanic",0,0,118680
2000,"Leukemias","indiana","Male","White",236.65,419,2689202
2000,"Leukemias","iowa","Female","Black",0,0,34101
2000,"Leukemias","iowa","Female","Hispanic",0,0,37842
2000,"Leukemias","iowa","Female","White",127.49,193,1432422
2000,"Leukemias","iowa","Male","Black",0,0,36795
2000,"Leukemias","iowa","Male","Hispanic",0,0,45381
2000,"Leukemias","iowa","Male","White",159.57,291,1375578
2000,"Leukemias","kansas","Female","Black",0,0,83724
2000,"Leukemias","kansas","Female","Hispanic",0,0,88235
2000,"Leukemias","kansas","Female","White",101.38,149,1236392
2000,"Leukemias","kansas","Male","Black",0,0,84929
2000,"Leukemias","kansas","Male","Hispanic",0,0,101881
2000,"Leukemias","kansas","Male","White",119.31,163,1205112
2000,"Leukemias","kentucky","Female","Black",0,0,158312
2000,"Leukemias","kentucky","Female","Hispanic",0,0,24683
2000,"Leukemias","kentucky","Female","White",139.83,208,1889644
2000,"Leukemias","kentucky","Male","Black",0,0,150889
2000,"Leukemias","kentucky","Male","Hispanic",0,0,35933
2000,"Leukemias","kentucky","Male","White",150.06,279,1807956
2000,"Leukemias","louisiana","Female","Black",31.88,53,777580
2000,"Leukemias","louisiana","Female","Hispanic",0,0,53351
2000,"Leukemias","louisiana","Female","White",124.7,195,1484560
2000,"Leukemias","louisiana","Male","Black",45,69,692364
2000,"Leukemias","louisiana","Male","Hispanic",0,0,55379
2000,"Leukemias","louisiana","Male","White",154.13,223,1427163
2000,"Leukemias","maine","Female","Black",0,0,3806
2000,"Leukemias","maine","Female","Hispanic",0,0,4679
2000,"Leukemias","maine","Female","White",43.03,85,642227
2000,"Leukemias","maine","Male","Black",0,0,5133
2000,"Leukemias","maine","Male","Hispanic",0,0,4777
2000,"Leukemias","maine","Male","White",55.96,123,608245
2000,"Leukemias","maryland","Female","Black",35.84,0,814625
2000,"Leukemias","maryland","Female","Hispanic",0,0,110822
2000,"Leukemias","maryland","Female","White",162.06,0,1800628
2000,"Leukemias","maryland","Male","Black",40.05,0,715160
2000,"Leukemias","maryland","Male","Hispanic",0,0,119605
2000,"Leukemias","maryland","Male","White",172.87,0,1728719
2000,"Leukemias","massachusetts","Female","Black",0,0,221494
2000,"Leukemias","massachusetts","Female","Hispanic",0,0,219044
2000,"Leukemias","massachusetts","Female","White",216.85,349,2930372
2000,"Leukemias","massachusetts","Male","Black",0,0,205905
2000,"Leukemias","massachusetts","Male","Hispanic",0,19,213792
2000,"Leukemias","massachusetts","Male","White",263.9,381,2720579
2000,"Leukemias","michigan","Female","Black",44.82,71,772806
2000,"Leukemias","michigan","Female","Hispanic",0,0,154797
2000,"Leukemias","michigan","Female","White",345.75,542,4165658
2000,"Leukemias","michigan","Male","Black",27.86,66,696541
2000,"Leukemias","michigan","Male","Hispanic",0,0,172317
2000,"Leukemias","michigan","Male","White",413.3,735,4051982
2000,"Leukemias","minnesota","Female","Black",0,0,95438
2000,"Leukemias","minnesota","Female","Hispanic",0,0,66143
2000,"Leukemias","minnesota","Female","White",178.21,256,2284779
2000,"Leukemias","minnesota","Male","Black",0,0,101848
2000,"Leukemias","minnesota","Male","Hispanic",0,0,78849
2000,"Leukemias","minnesota","Male","White",221.15,355,2233864
2000,"Leukemias","mississippi","Female","Black",22.73,0,554464
2000,"Leukemias","mississippi","Female","Hispanic",0,0,16845
2000,"Leukemias","mississippi","Female","White",89.25,0,901472
2000,"Leukemias","mississippi","Male","Black",28.86,0,489186
2000,"Leukemias","mississippi","Male","Hispanic",0,0,23113
2000,"Leukemias","mississippi","Male","White",86.26,0,871330
2000,"Leukemias","missouri","Female","Black",0,24,346075
2000,"Leukemias","missouri","Female","Hispanic",0,0,56684
2000,"Leukemias","missouri","Female","White",193.52,261,2480962
2000,"Leukemias","missouri","Male","Black",21.14,23,306446
2000,"Leukemias","missouri","Male","Hispanic",0,0,63256
2000,"Leukemias","missouri","Male","White",229.98,372,2370886
2000,"Leukemias","montana","Female","Black",0,0,1745
2000,"Leukemias","montana","Female","Hispanic",0,0,9058
2000,"Leukemias","montana","Female","White",32.21,51,418247
2000,"Leukemias","montana","Male","Black",0,0,2487
2000,"Leukemias","montana","Male","Hispanic",0,0,9170
2000,"Leukemias","montana","Male","White",46.96,80,415576
2000,"Leukemias","nebraska","Female","Black",0,0,37905
2000,"Leukemias","nebraska","Female","Hispanic",0,0,43365
2000,"Leukemias","nebraska","Female","White",75.31,105,809793
2000,"Leukemias","nebraska","Male","Black",0,0,37145
2000,"Leukemias","nebraska","Male","Hispanic",0,0,51960
2000,"Leukemias","nebraska","Male","White",77.96,133,787433
2000,"Leukemias","nevada","Female","Black",0,0,74605
2000,"Leukemias","nevada","Female","Hispanic",0,0,186921
2000,"Leukemias","nevada","Female","White",62.86,92,838081
2000,"Leukemias","nevada","Male","Black",0,0,76781
2000,"Leukemias","nevada","Male","Hispanic",0,19,213819
2000,"Leukemias","nevada","Male","White",83,150,882946
2000,"Leukemias","new england","Female","Black",0,23,447954
2000,"Leukemias","new england","Female","Hispanic",0,23,444834
2000,"Leukemias","new england","Female","White",468.71,765,6509892
2000,"Leukemias","new england","Male","Black",20.91,30,418174
2000,"Leukemias","new england","Male","Hispanic",0,40,438789
2000,"Leukemias","new england","Male","White",592.2,959,6105144
2000,"Leukemias","new hampshire","Female","Black",0,0,5221
2000,"Leukemias","new hampshire","Female","Hispanic",0,0,10097
2000,"Leukemias","new hampshire","Female","White",47.3,53,614259
2000,"Leukemias","new hampshire","Male","Black",0,0,6421
2000,"Leukemias","new hampshire","Male","Hispanic",0,0,10619
2000,"Leukemias","new hampshire","Male","White",42.72,76,593310
2000,"Leukemias","new jersey","Female","Black",26.9,47,656032
2000,"Leukemias","new jersey","Female","Hispanic",0,44,556641
2000,"Leukemias","new jersey","Female","White",255.57,437,3407545
2000,"Leukemias","new jersey","Male","Black",31.77,38,588391
2000,"Leukemias","new jersey","Male","Hispanic",17.13,41,571066
2000,"Leukemias","new jersey","Male","White",313.5,521,3231961
2000,"Leukemias","new mexico","Female","Black",0,0,20593
2000,"Leukemias","new mexico","Female","Hispanic",0,24,388109
2000,"Leukemias","new mexico","Female","White",46.94,70,795554
2000,"Leukemias","new mexico","Male","Black",0,0,22526
2000,"Leukemias","new mexico","Male","Hispanic",20.18,34,380824
2000,"Leukemias","new mexico","Male","White",63.24,116,771160
2000,"Leukemias","new york","Female","Black",72.23,126,1852021
2000,"Leukemias","new york","Female","Hispanic",45.56,105,1469582
2000,"Leukemias","new york","Female","White",557.55,998,7336200
2000,"Leukemias","new york","Male","Black",52.4,125,1587798
2000,"Leukemias","new york","Male","Hispanic",45.48,113,1421145
2000,"Leukemias","new york","Male","White",658.29,1231,6929417
2000,"Leukemias","north carolina","Female","Black",40.63,55,944769
2000,"Leukemias","north carolina","Female","Hispanic",0,0,154114
2000,"Leukemias","north carolina","Female","White",210.8,272,3055029
2000,"Leukemias","north carolina","Male","Black",48.74,66,840288
2000,"Leukemias","north carolina","Male","Hispanic",0,0,229509
2000,"Leukemias","north carolina","Male","White",261.18,392,3002060
2000,"Leukemias","north dakota","Female","Black",0,0,2096
2000,"Leukemias","north dakota","Female","Hispanic",0,0,3707
2000,"Leukemias","north dakota","Female","White",24.03,0,300405
2000,"Leukemias","north dakota","Male","Black",0,0,3026
2000,"Leukemias","north dakota","Male","Hispanic",0,0,4117
2000,"Leukemias","north dakota","Male","White",40.97,0,299042
2000,"Leukemias","ohio","Female","Black",43.03,43,717228
2000,"Leukemias","ohio","Female","Hispanic",0,0,105831
2000,"Leukemias","ohio","Female","White",402.87,528,5035868
2000,"Leukemias","ohio","Male","Black",40.74,63,646744
2000,"Leukemias","ohio","Male","Hispanic",0,0,113430
2000,"Leukemias","ohio","Male","White",483.15,693,4783706
2000,"Leukemias","oklahoma","Female","Black",0,0,142668
2000,"Leukemias","oklahoma","Female","Hispanic",0,0,83117
2000,"Leukemias","oklahoma","Female","White",139.67,161,1425236
2000,"Leukemias","oklahoma","Male","Black",0,0,139102
2000,"Leukemias","oklahoma","Male","Hispanic",0,0,97687
2000,"Leukemias","oklahoma","Male","White",143.34,217,1378290
2000,"Leukemias","oregon","Female","Black",0,0,32909
2000,"Leukemias","oregon","Female","Hispanic",0,0,124565
2000,"Leukemias","oregon","Female","White",112.21,179,1603027
2000,"Leukemias","oregon","Male","Black",0,0,37293
2000,"Leukemias","oregon","Male","Hispanic",0,0,153847
2000,"Leukemias","oregon","Male","White",148.22,203,1576814
2000,"Leukemias","pennsylvania","Female","Black",28.73,51,684094
2000,"Leukemias","pennsylvania","Female","Hispanic",0,0,193869
2000,"Leukemias","pennsylvania","Female","White",459.42,710,5535144
2000,"Leukemias","pennsylvania","Male","Black",47.14,57,612271
2000,"Leukemias","pennsylvania","Male","Hispanic",0,0,203623
2000,"Leukemias","pennsylvania","Male","White",576.29,950,5191790
2000,"Leukemias","rhode island","Female","Black",0,0,32955
2000,"Leukemias","rhode island","Female","Hispanic",0,0,46474
2000,"Leukemias","rhode island","Female","White",28.22,55,495033
2000,"Leukemias","rhode island","Male","Black",0,0,32289
2000,"Leukemias","rhode island","Male","Hispanic",0,0,45227
2000,"Leukemias","rhode island","Male","White",51.06,86,455849
2000,"Leukemias","south carolina","Female","Black",35.87,59,640549
2000,"Leukemias","south carolina","Female","Hispanic",0,0,38746
2000,"Leukemias","south carolina","Female","White",96.54,130,1399065
2000,"Leukemias","south carolina","Male","Black",40.07,48,564418
2000,"Leukemias","south carolina","Male","Hispanic",0,0,57429
2000,"Leukemias","south carolina","Male","White",107.67,195,1362971
2000,"Leukemias","south dakota","Female","Black",0,0,2478
2000,"Leukemias","south dakota","Female","Hispanic",0,0,5141
2000,"Leukemias","south dakota","Female","White",28.09,0,342620
2000,"Leukemias","south dakota","Male","Black",0,0,4001
2000,"Leukemias","south dakota","Male","Hispanic",0,0,5865
2000,"Leukemias","south dakota","Male","White",37.02,0,336554
2000,"Leukemias","tennessee","Female","Black",23.22,0,504807
2000,"Leukemias","tennessee","Female","Hispanic",0,0,51058
2000,"Leukemias","tennessee","Female","White",202.25,0,2379409
2000,"Leukemias","tennessee","Male","Black",22.01,0,449113
2000,"Leukemias","tennessee","Male","Hispanic",0,0,74203
2000,"Leukemias","tennessee","Male","White",228.93,0,2289281
2000,"Leukemias","texas","Female","Black",54.25,93,1291672
2000,"Leukemias","texas","Female","Hispanic",89.27,214,3306309
2000,"Leukemias","texas","Female","White",504.7,866,8854433
2000,"Leukemias","texas","Male","Black",61.5,89,1205916
2000,"Leukemias","texas","Male","Hispanic",113.27,252,3432399
2000,"Leukemias","texas","Male","White",713.16,1229,8804466
2000,"Leukemias","utah","Female","Black",0,0,10486
2000,"Leukemias","utah","Female","Hispanic",0,0,94884
2000,"Leukemias","utah","Female","White",44.56,91,1060934
2000,"Leukemias","utah","Male","Black",0,0,13396
2000,"Leukemias","utah","Male","Hispanic",0,0,109449
2000,"Leukemias","utah","Male","White",53.24,125,1064791
2000,"Leukemias","vermont","Female","Black",0,0,1794
2000,"Leukemias","vermont","Female","Hispanic",0,0,2793
2000,"Leukemias","vermont","Female","White",0,41,304731
2000,"Leukemias","vermont","Male","Black",0,0,2354
2000,"Leukemias","vermont","Male","Hispanic",0,0,2769
2000,"Leukemias","vermont","Male","White",31.03,42,292720
2000,"Leukemias","virginia","Female","Black",39.94,0,753589
2000,"Leukemias","virginia","Female","Hispanic",0,0,155677
2000,"Leukemias","virginia","Female","White",180.94,0,2700635
2000,"Leukemias","virginia","Male","Black",35.27,0,691595
2000,"Leukemias","virginia","Male","Hispanic",0,0,177834
2000,"Leukemias","virginia","Male","White",232.39,0,2640818
2000,"Leukemias","washington","Female","Black",0,0,109054
2000,"Leukemias","washington","Female","Hispanic",0,0,207888
2000,"Leukemias","washington","Female","White",197.28,324,2595826
2000,"Leukemias","washington","Male","Black",0,0,123905
2000,"Leukemias","washington","Male","Hispanic",0,0,238186
2000,"Leukemias","washington","Male","White",216.73,395,2580096
2000,"Leukemias","west virginia","Female","Black",0,0,30159
2000,"Leukemias","west virginia","Female","Hispanic",0,0,5941
2000,"Leukemias","west virginia","Female","White",88.24,122,891269
2000,"Leukemias","west virginia","Male","Black",0,0,30717
2000,"Leukemias","west virginia","Male","Hispanic",0,0,6422
2000,"Leukemias","west virginia","Male","White",101,138,841628
2000,"Leukemias","wisconsin","Female","Black",0,0,167379
2000,"Leukemias","wisconsin","Female","Hispanic",0,0,89230
2000,"Leukemias","wisconsin","Female","White",222.93,323,2477012
2000,"Leukemias","wisconsin","Male","Black",0,0,156974
2000,"Leukemias","wisconsin","Male","Hispanic",0,0,105654
2000,"Leukemias","wisconsin","Male","White",222.98,382,2423666
2000,"Leukemias","wyoming","Female","Black",0,0,2127
2000,"Leukemias","wyoming","Female","Hispanic",0,0,15452
2000,"Leukemias","wyoming","Female","White",0,19,235698
2000,"Leukemias","wyoming","Male","Black",0,0,2723
2000,"Leukemias","wyoming","Male","Hispanic",0,0,16468
2000,"Leukemias","wyoming","Male","White",16.93,28,238453
2000,"Liver and Intrahepatic Bile Duct","alabama","Female","Black",20.71,0,627568
2000,"Liver and Intrahepatic Bile Duct","alabama","Female","Hispanic",0,0,33029
2000,"Liver and Intrahepatic Bile Duct","alabama","Female","White",59.2,49,1644419
2000,"Liver and Intrahepatic Bile Duct","alabama","Male","Black",26.08,27,543323
2000,"Liver and Intrahepatic Bile Duct","alabama","Male","Hispanic",0,0,43574
2000,"Liver and Intrahepatic Bile Duct","alabama","Male","White",111.98,111,1577221
2000,"Liver and Intrahepatic Bile Duct","alaska","Female","Black",0,0,13120
2000,"Liver and Intrahepatic Bile Duct","alaska","Female","Hispanic",0,0,12653
2000,"Liver and Intrahepatic Bile Duct","alaska","Female","White",0,0,219439
2000,"Liver and Intrahepatic Bile Duct","alaska","Male","Black",0,0,14332
2000,"Liver and Intrahepatic Bile Duct","alaska","Male","Hispanic",0,0,13357
2000,"Liver and Intrahepatic Bile Duct","alaska","Male","White",0,18,240672
2000,"Liver and Intrahepatic Bile Duct","arizona","Female","Black",0,0,88396
2000,"Liver and Intrahepatic Bile Duct","arizona","Female","Hispanic",17.75,0,633831
2000,"Liver and Intrahepatic Bile Duct","arizona","Female","White",82.53,67,2292526
2000,"Liver and Intrahepatic Bile Duct","arizona","Male","Black",0,0,96757
2000,"Liver and Intrahepatic Bile Duct","arizona","Male","Hispanic",27.15,42,678755
2000,"Liver and Intrahepatic Bile Duct","arizona","Male","White",114.4,144,2288054
2000,"Liver and Intrahepatic Bile Duct","arkansas","Female","Black",0,0,225890
2000,"Liver and Intrahepatic Bile Duct","arkansas","Female","Hispanic",0,0,38397
2000,"Liver and Intrahepatic Bile Duct","arkansas","Female","White",58.39,26,1122913
2000,"Liver and Intrahepatic Bile Duct","arkansas","Male","Black",0,0,201522
2000,"Liver and Intrahepatic Bile Duct","arkansas","Male","Hispanic",0,0,49390
2000,"Liver and Intrahepatic Bile Duct","arkansas","Male","White",87.91,59,1085274
2000,"Liver and Intrahepatic Bile Duct","california","Female","Black",24.42,30,1285030
2000,"Liver and Intrahepatic Bile Duct","california","Female","Hispanic",129.43,159,5393043
2000,"Liver and Intrahepatic Bile Duct","california","Female","White",414.53,429,13371960
2000,"Liver and Intrahepatic Bile Duct","california","Male","Black",91.55,104,1237184
2000,"Liver and Intrahepatic Bile Duct","california","Male","Hispanic",220.82,322,5661933
2000,"Liver and Intrahepatic Bile Duct","california","Male","White",779.75,937,13444015
2000,"Liver and Intrahepatic Bile Duct","colorado","Female","Black",0,0,91206
2000,"Liver and Intrahepatic Bile Duct","colorado","Female","Hispanic",0,0,355570
2000,"Liver and Intrahepatic Bile Duct","colorado","Female","White",51.16,53,1967784
2000,"Liver and Intrahepatic Bile Duct","colorado","Male","Black",0,0,98981
2000,"Liver and Intrahepatic Bile Duct","colorado","Male","Hispanic",17.17,31,390318
2000,"Liver and Intrahepatic Bile Duct","colorado","Male","White",63.9,88,1996755
2000,"Liver and Intrahepatic Bile Duct","connecticut","Female","Black",0,0,182684
2000,"Liver and Intrahepatic Bile Duct","connecticut","Female","Hispanic",0,0,161747
2000,"Liver and Intrahepatic Bile Duct","connecticut","Female","White",48.74,51,1523270
2000,"Liver and Intrahepatic Bile Duct","connecticut","Male","Black",0,0,166072
2000,"Liver and Intrahepatic Bile Duct","connecticut","Male","Hispanic",0,0,161605
2000,"Liver and Intrahepatic Bile Duct","connecticut","Male","White",88.94,120,1434441
2000,"Liver and Intrahepatic Bile Duct","delaware","Female","Black",0,0,82864
2000,"Liver and Intrahepatic Bile Duct","delaware","Female","Hispanic",0,0,17475
2000,"Liver and Intrahepatic Bile Duct","delaware","Female","White",0,0,310696
2000,"Liver and Intrahepatic Bile Duct","delaware","Male","Black",0,0,74916
2000,"Liver and Intrahepatic Bile Duct","delaware","Male","Hispanic",0,0,20228
2000,"Liver and Intrahepatic Bile Duct","delaware","Male","White",0,0,296636
2000,"Liver and Intrahepatic Bile Duct","district of columbia","Female","Black",0,0,192386
2000,"Liver and Intrahepatic Bile Duct","district of columbia","Female","Hispanic",0,0,21378
2000,"Liver and Intrahepatic Bile Duct","district of columbia","Female","White",0,0,98787
2000,"Liver and Intrahepatic Bile Duct","district of columbia","Male","Black",19.05,21,160050
2000,"Liver and Intrahepatic Bile Duct","district of columbia","Male","Hispanic",0,0,23821
2000,"Liver and Intrahepatic Bile Duct","district of columbia","Male","White",0,0,100150
2000,"Liver and Intrahepatic Bile Duct","florida","Female","Black",36.01,35,1286127
2000,"Liver and Intrahepatic Bile Duct","florida","Female","Hispanic",40.75,0,1358340
2000,"Liver and Intrahepatic Bile Duct","florida","Female","White",269.2,313,6730119
2000,"Liver and Intrahepatic Bile Duct","florida","Male","Black",60.85,67,1193121
2000,"Liver and Intrahepatic Bile Duct","florida","Male","Hispanic",55.64,0,1357062
2000,"Liver and Intrahepatic Bile Duct","florida","Male","White",496.97,639,6454110
2000,"Liver and Intrahepatic Bile Duct","georgia","Female","Black",25.44,18,1272235
2000,"Liver and Intrahepatic Bile Duct","georgia","Female","Hispanic",0,0,179291
2000,"Liver and Intrahepatic Bile Duct","georgia","Female","White",72.74,72,2797780
2000,"Liver and Intrahepatic Bile Duct","georgia","Male","Black",39.81,46,1137561
2000,"Liver and Intrahepatic Bile Duct","georgia","Male","Hispanic",0,0,261985
2000,"Liver and Intrahepatic Bile Duct","georgia","Male","White",106.5,121,2802747
2000,"Liver and Intrahepatic Bile Duct","hawaii","Female","Black",0,0,12593
2000,"Liver and Intrahepatic Bile Duct","hawaii","Female","Hispanic",0,0,42096
2000,"Liver and Intrahepatic Bile Duct","hawaii","Female","White",0,0,136027
2000,"Liver and Intrahepatic Bile Duct","hawaii","Male","Black",0,0,18241
2000,"Liver and Intrahepatic Bile Duct","hawaii","Male","Hispanic",0,0,42991
2000,"Liver and Intrahepatic Bile Duct","hawaii","Male","White",0,0,157881
2000,"Liver and Intrahepatic Bile Duct","idaho","Female","Black",0,0,3352
2000,"Liver and Intrahepatic Bile Duct","idaho","Female","Hispanic",0,0,47692
2000,"Liver and Intrahepatic Bile Duct","idaho","Female","White",0,0,626596
2000,"Liver and Intrahepatic Bile Duct","idaho","Male","Black",0,0,4539
2000,"Liver and Intrahepatic Bile Duct","idaho","Male","Hispanic",0,0,55263
2000,"Liver and Intrahepatic Bile Duct","idaho","Male","White",32.13,26,630060
2000,"Liver and Intrahepatic Bile Duct","illinois","Female","Black",40.1,39,1028322
2000,"Liver and Intrahepatic Bile Duct","illinois","Female","Hispanic",0,24,726966
2000,"Liver and Intrahepatic Bile Duct","illinois","Female","White",192.33,182,5061425
2000,"Liver and Intrahepatic Bile Duct","illinois","Male","Black",51.84,73,909536
2000,"Liver and Intrahepatic Bile Duct","illinois","Male","Hispanic",23.7,32,817198
2000,"Liver and Intrahepatic Bile Duct","illinois","Male","White",271.27,319,4932190
2000,"Liver and Intrahepatic Bile Duct","indiana","Female","Black",0,0,278753
2000,"Liver and Intrahepatic Bile Duct","indiana","Female","Hispanic",0,0,98239
2000,"Liver and Intrahepatic Bile Duct","indiana","Female","White",89,78,2781183
2000,"Liver and Intrahepatic Bile Duct","indiana","Male","Black",16.96,18,257002
2000,"Liver and Intrahepatic Bile Duct","indiana","Male","Hispanic",0,0,118680
2000,"Liver and Intrahepatic Bile Duct","indiana","Male","White",134.46,131,2689202
2000,"Liver and Intrahepatic Bile Duct","iowa","Female","Black",0,0,34101
2000,"Liver and Intrahepatic Bile Duct","iowa","Female","Hispanic",0,0,37842
2000,"Liver and Intrahepatic Bile Duct","iowa","Female","White",34.38,29,1432422
2000,"Liver and Intrahepatic Bile Duct","iowa","Male","Black",0,0,36795
2000,"Liver and Intrahepatic Bile Duct","iowa","Male","Hispanic",0,0,45381
2000,"Liver and Intrahepatic Bile Duct","iowa","Male","White",70.15,76,1375578
2000,"Liver and Intrahepatic Bile Duct","kansas","Female","Black",0,0,83724
2000,"Liver and Intrahepatic Bile Duct","kansas","Female","Hispanic",0,0,88235
2000,"Liver and Intrahepatic Bile Duct","kansas","Female","White",29.67,28,1236392
2000,"Liver and Intrahepatic Bile Duct","kansas","Male","Black",0,0,84929
2000,"Liver and Intrahepatic Bile Duct","kansas","Male","Hispanic",0,0,101881
2000,"Liver and Intrahepatic Bile Duct","kansas","Male","White",27.72,50,1205112
2000,"Liver and Intrahepatic Bile Duct","kentucky","Female","Black",0,0,158312
2000,"Liver and Intrahepatic Bile Duct","kentucky","Female","Hispanic",0,0,24683
2000,"Liver and Intrahepatic Bile Duct","kentucky","Female","White",66.14,55,1889644
2000,"Liver and Intrahepatic Bile Duct","kentucky","Male","Black",0,0,150889
2000,"Liver and Intrahepatic Bile Duct","kentucky","Male","Hispanic",0,0,35933
2000,"Liver and Intrahepatic Bile Duct","kentucky","Male","White",90.4,96,1807956
2000,"Liver and Intrahepatic Bile Duct","louisiana","Female","Black",27.22,0,777580
2000,"Liver and Intrahepatic Bile Duct","louisiana","Female","Hispanic",0,0,53351
2000,"Liver and Intrahepatic Bile Duct","louisiana","Female","White",62.35,55,1484560
2000,"Liver and Intrahepatic Bile Duct","louisiana","Male","Black",45,47,692364
2000,"Liver and Intrahepatic Bile Duct","louisiana","Male","Hispanic",0,0,55379
2000,"Liver and Intrahepatic Bile Duct","louisiana","Male","White",109.89,143,1427163
2000,"Liver and Intrahepatic Bile Duct","maine","Female","Black",0,0,3806
2000,"Liver and Intrahepatic Bile Duct","maine","Female","Hispanic",0,0,4679
2000,"Liver and Intrahepatic Bile Duct","maine","Female","White",16.06,0,642227
2000,"Liver and Intrahepatic Bile Duct","maine","Male","Black",0,0,5133
2000,"Liver and Intrahepatic Bile Duct","maine","Male","Hispanic",0,0,4777
2000,"Liver and Intrahepatic Bile Duct","maine","Male","White",34.06,33,608245
2000,"Liver and Intrahepatic Bile Duct","maryland","Female","Black",16.29,0,814625
2000,"Liver and Intrahepatic Bile Duct","maryland","Female","Hispanic",0,0,110822
2000,"Liver and Intrahepatic Bile Duct","maryland","Female","White",61.22,0,1800628
2000,"Liver and Intrahepatic Bile Duct","maryland","Male","Black",54.35,0,715160
2000,"Liver and Intrahepatic Bile Duct","maryland","Male","Hispanic",0,0,119605
2000,"Liver and Intrahepatic Bile Duct","maryland","Male","White",100.27,0,1728719
2000,"Liver and Intrahepatic Bile Duct","massachusetts","Female","Black",0,0,221494
2000,"Liver and Intrahepatic Bile Duct","massachusetts","Female","Hispanic",0,0,219044
2000,"Liver and Intrahepatic Bile Duct","massachusetts","Female","White",79.12,90,2930372
2000,"Liver and Intrahepatic Bile Duct","massachusetts","Male","Black",0,0,205905
2000,"Liver and Intrahepatic Bile Duct","massachusetts","Male","Hispanic",0,0,213792
2000,"Liver and Intrahepatic Bile Duct","massachusetts","Male","White",165.96,199,2720579
2000,"Liver and Intrahepatic Bile Duct","michigan","Female","Black",27.05,23,772806
2000,"Liver and Intrahepatic Bile Duct","michigan","Female","Hispanic",0,0,154797
2000,"Liver and Intrahepatic Bile Duct","michigan","Female","White",137.47,150,4165658
2000,"Liver and Intrahepatic Bile Duct","michigan","Male","Black",41.1,57,696541
2000,"Liver and Intrahepatic Bile Duct","michigan","Male","Hispanic",0,0,172317
2000,"Liver and Intrahepatic Bile Duct","michigan","Male","White",230.96,258,4051982
2000,"Liver and Intrahepatic Bile Duct","minnesota","Female","Black",0,0,95438
2000,"Liver and Intrahepatic Bile Duct","minnesota","Female","Hispanic",0,0,66143
2000,"Liver and Intrahepatic Bile Duct","minnesota","Female","White",63.97,47,2284779
2000,"Liver and Intrahepatic Bile Duct","minnesota","Male","Black",0,0,101848
2000,"Liver and Intrahepatic Bile Duct","minnesota","Male","Hispanic",0,0,78849
2000,"Liver and Intrahepatic Bile Duct","minnesota","Male","White",104.99,101,2233864
2000,"Liver and Intrahepatic Bile Duct","mississippi","Female","Black",0,0,554464
2000,"Liver and Intrahepatic Bile Duct","mississippi","Female","Hispanic",0,0,16845
2000,"Liver and Intrahepatic Bile Duct","mississippi","Female","White",47.78,0,901472
2000,"Liver and Intrahepatic Bile Duct","mississippi","Male","Black",26.91,0,489186
2000,"Liver and Intrahepatic Bile Duct","mississippi","Male","Hispanic",0,0,23113
2000,"Liver and Intrahepatic Bile Duct","mississippi","Male","White",60.12,0,871330
2000,"Liver and Intrahepatic Bile Duct","missouri","Female","Black",0,0,346075
2000,"Liver and Intrahepatic Bile Duct","missouri","Female","Hispanic",0,0,56684
2000,"Liver and Intrahepatic Bile Duct","missouri","Female","White",81.87,83,2480962
2000,"Liver and Intrahepatic Bile Duct","missouri","Male","Black",19.92,26,306446
2000,"Liver and Intrahepatic Bile Duct","missouri","Male","Hispanic",0,0,63256
2000,"Liver and Intrahepatic Bile Duct","missouri","Male","White",113.8,127,2370886
2000,"Liver and Intrahepatic Bile Duct","montana","Female","Black",0,0,1745
2000,"Liver and Intrahepatic Bile Duct","montana","Female","Hispanic",0,0,9058
2000,"Liver and Intrahepatic Bile Duct","montana","Female","White",0,0,418247
2000,"Liver and Intrahepatic Bile Duct","montana","Male","Black",0,0,2487
2000,"Liver and Intrahepatic Bile Duct","montana","Male","Hispanic",0,0,9170
2000,"Liver and Intrahepatic Bile Duct","montana","Male","White",19.95,0,415576
2000,"Liver and Intrahepatic Bile Duct","nebraska","Female","Black",0,0,37905
2000,"Liver and Intrahepatic Bile Duct","nebraska","Female","Hispanic",0,0,43365
2000,"Liver and Intrahepatic Bile Duct","nebraska","Female","White",22.67,23,809793
2000,"Liver and Intrahepatic Bile Duct","nebraska","Male","Black",0,0,37145
2000,"Liver and Intrahepatic Bile Duct","nebraska","Male","Hispanic",0,0,51960
2000,"Liver and Intrahepatic Bile Duct","nebraska","Male","White",15.75,22,787433
2000,"Liver and Intrahepatic Bile Duct","nevada","Female","Black",0,0,74605
2000,"Liver and Intrahepatic Bile Duct","nevada","Female","Hispanic",0,0,186921
